dataset,language,spkid,gender,whisper_path,normal_path,whisper_length,normal_length,paired,transcription
wtimit,"EN,MA",008,F,s008/audio/s008u107w.wav,s008/audio/s008u107n.wav,75790.0,86192.0,True,Birthday parties have cupcakes and ice cream.
wtimit,"EN,MA",008,F,s008/audio/s008u108w.wav,s008/audio/s008u108n.wav,74304.0,75790.0,True,His scalp was blistered from today's hot sun.
wtimit,"EN,MA",008,F,s008/audio/s008u109w.wav,s008/audio/s008u109n.wav,71332.0,96595.0,True,She slipped and sprained her ankle on the steep slope.
wtimit,"EN,MA",008,F,s008/audio/s008u110w.wav,s008/audio/s008u110n.wav,69846.0,80248.0,True,The best way to learn is to solve extra problems.
wtimit,"EN,MA",008,F,s008/audio/s008u111w.wav,s008/audio/s008u111n.wav,66873.0,80248.0,True,His sudden departure shocked the cast.
wtimit,"EN,MA",008,F,s008/audio/s008u112w.wav,s008/audio/s008u112n.wav,77276.0,87679.0,True,Tugboats are capable of hauling huge loads.
wtimit,"EN,MA",008,F,s008/audio/s008u113w.wav,s008/audio/s008u113n.wav,65387.0,90651.0,True,A muscular abdomen is good for your back.
wtimit,"EN,MA",008,F,s008/audio/s008u114w.wav,s008/audio/s008u114n.wav,66873.0,96595.0,True,The cartoon features a muskrat and a tadpole.
wtimit,"EN,MA",008,F,s008/audio/s008u115w.wav,s008/audio/s008u115n.wav,68360.0,117400.0,True,The emblem depicts the Acropolis all aglow.
wtimit,"EN,MA",008,F,s008/audio/s008u116w.wav,s008/audio/s008u116n.wav,60929.0,62415.0,True,Clasp the screw in your left hand.
wtimit,"EN,MA",008,F,s008/audio/s008u117w.wav,s008/audio/s008u117n.wav,68360.0,78762.0,True,The mango and the papaya are in a bowl.
wtimit,"EN,MA",008,F,s008/audio/s008u118w.wav,s008/audio/s008u118n.wav,63901.0,74304.0,True,Combine all the ingredients in a large bowl.
wtimit,"EN,MA",008,F,s008/audio/s008u119w.wav,s008/audio/s008u119n.wav,56471.0,81734.0,True,The misquote was retracted with an apology.
wtimit,"EN,MA",008,F,s008/audio/s008u120w.wav,s008/audio/s008u120n.wav,75790.0,81734.0,True,"The coyote, bobcat, and hyena are wild animals."
wtimit,"EN,MA",008,F,s008/audio/s008u121w.wav,s008/audio/s008u121n.wav,71332.0,78762.0,True,Trespassing is forbidden and subject to penalty.
wtimit,"EN,MA",008,F,s008/audio/s008u122w.wav,s008/audio/s008u122n.wav,74304.0,92137.0,True,Encyclopedias seldom present anecdotal evidence.
wtimit,"EN,MA",008,F,s008/audio/s008u123w.wav,s008/audio/s008u123n.wav,66873.0,93623.0,True,A screwdriver is made from vodka and orange juice.
wtimit,"EN,MA",008,F,s008/audio/s008u124w.wav,s008/audio/s008u124n.wav,54985.0,75790.0,True,Objects made of pewter are beautiful.
wtimit,"EN,MA",008,F,s008/audio/s008u125w.wav,s008/audio/s008u125n.wav,62415.0,81734.0,True,Westchester is a county in New York.
wtimit,"EN,MA",008,F,s008/audio/s008u126w.wav,s008/audio/s008u126n.wav,60929.0,69846.0,True,Artificial intelligence is for real.
wtimit,"EN,MA",008,F,s008/audio/s008u127w.wav,s008/audio/s008u127n.wav,53499.0,66873.0,True,The emperor had a mean temper.
wtimit,"EN,MA",008,F,s008/audio/s008u128w.wav,s008/audio/s008u128n.wav,65387.0,71332.0,True,Lots of foreign movies have subtitles.
wtimit,"EN,MA",008,F,s008/audio/s008u129w.wav,s008/audio/s008u129n.wav,63901.0,86192.0,True,Angora cats are furrier than Siamese.
wtimit,"EN,MA",008,F,s008/audio/s008u130w.wav,s008/audio/s008u130n.wav,60929.0,74304.0,True,He ate four extra eggs for breakfast.
wtimit,"EN,MA",008,F,s008/audio/s008u131w.wav,s008/audio/s008u131n.wav,60929.0,80248.0,True,We plan to build a new beverage plant.
wtimit,"EN,MA",008,F,s008/audio/s008u132w.wav,s008/audio/s008u132n.wav,62415.0,95109.0,True,Publicity and notoriety go hand in hand.
wtimit,"EN,MA",008,F,s008/audio/s008u133w.wav,s008/audio/s008u133n.wav,60929.0,77276.0,True,Pizzerias are convenient for a quick lunch.
wtimit,"EN,MA",008,F,s008/audio/s008u134w.wav,s008/audio/s008u134n.wav,77276.0,96595.0,True,December and January are nice months to spend in Miami.
wtimit,"EN,MA",008,F,s008/audio/s008u135w.wav,s008/audio/s008u135n.wav,72818.0,105511.0,True,Technical writers can abbreviate in bibliographies.
wtimit,"EN,MA",008,F,s008/audio/s008u136w.wav,s008/audio/s008u136n.wav,81734.0,108484.0,True,Scientific progress comes from the development of new techniques.
wtimit,"EN,MA",008,F,s008/audio/s008u137w.wav,s008/audio/s008u137n.wav,81734.0,96595.0,True,Tradition requires parental approval for under-age marriage.
wtimit,"EN,MA",008,F,s008/audio/s008u138w.wav,s008/audio/s008u138n.wav,80248.0,86192.0,True,The clumsy customer spilled some expensive perfume.
wtimit,"EN,MA",008,F,s008/audio/s008u139w.wav,s008/audio/s008u139n.wav,78762.0,80248.0,True,The bungalow was pleasantly situated near the shore.
wtimit,"EN,MA",008,F,s008/audio/s008u140w.wav,s008/audio/s008u140n.wav,77276.0,84706.0,True,Agricultural products are unevenly distributed.
wtimit,"EN,MA",008,F,s008/audio/s008u141w.wav,s008/audio/s008u141n.wav,77276.0,92137.0,True,Pledge to participate in Nevada's aquatic competition.
wtimit,"EN,MA",008,F,s008/audio/s008u142w.wav,s008/audio/s008u142n.wav,77276.0,99567.0,True,Which long article was opaque and needed clarification?
wtimit,"EN,MA",008,F,s008/audio/s008u143w.wav,s008/audio/s008u143n.wav,71332.0,81734.0,True,The sound of Jennifer's bugle scared the antelope.
wtimit,"EN,MA",008,F,s008/audio/s008u144w.wav,s008/audio/s008u144n.wav,57957.0,74304.0,True,The willowy woman wore a muskrat coat.
wtimit,"EN,MA",008,F,s008/audio/s008u145w.wav,s008/audio/s008u145n.wav,66873.0,83220.0,True,Too much curiosity can get you into trouble.
wtimit,"EN,MA",008,F,s008/audio/s008u146w.wav,s008/audio/s008u146n.wav,68360.0,72818.0,True,Cyclical programs will never compile.
wtimit,"EN,MA",008,F,s008/audio/s008u147w.wav,s008/audio/s008u147n.wav,78762.0,81734.0,True,Correct execution of my instructions is crucial.
wtimit,"EN,MA",008,F,s008/audio/s008u148w.wav,s008/audio/s008u148n.wav,66873.0,89165.0,True,Most precincts had a third of the votes counted.
wtimit,"EN,MA",008,F,s008/audio/s008u149w.wav,s008/audio/s008u149n.wav,80248.0,99567.0,True,While waiting for Chipper she crisscrossed the square many times.
wtimit,"EN,MA",008,F,s008/audio/s008u150w.wav,s008/audio/s008u150n.wav,60929.0,71332.0,True,Vietnamese cuisine is exquisite.
wtimit,"EN,MA",008,F,s008/audio/s008u151w.wav,s008/audio/s008u151n.wav,71332.0,93623.0,True,The previous speaker presented ambiguous results.
wtimit,"EN,MA",008,F,s008/audio/s008u152w.wav,s008/audio/s008u152n.wav,75790.0,87679.0,True,"Mosquitoes exist in warm, humid climates."
wtimit,"EN,MA",008,F,s008/audio/s008u153w.wav,s008/audio/s008u153n.wav,117400.0,60972.0,True,Scholastic aptitude is judged by standardized tests.
wtimit,"EN,MA",008,F,s008/audio/s008u154w.wav,s008/audio/s008u154n.wav,72818.0,90651.0,True,Orange juice tastes funny after toothpaste.
wtimit,"EN,MA",008,F,s008/audio/s008u155w.wav,s008/audio/s008u155n.wav,89165.0,92137.0,True,The water contained too much chlorine and stung his eyes.
wtimit,"EN,MA",008,F,s008/audio/s008u156w.wav,s008/audio/s008u156n.wav,83220.0,56016.0,True,Our experiment's positive outcome was unexpected.
wtimit,"EN,MA",008,F,s008/audio/s008u157w.wav,s008/audio/s008u157n.wav,69846.0,80248.0,True,Remove the splinter with a pair of tweezers.
wtimit,"EN,MA",008,F,s008/audio/s008u158w.wav,s008/audio/s008u158n.wav,69846.0,72818.0,True,The drunkard is a social outcast.
wtimit,"EN,MA",008,F,s008/audio/s008u159w.wav,s008/audio/s008u159n.wav,105511.0,92137.0,True,The government sought authorization of his citizenship.
wtimit,"EN,MA",008,F,s008/audio/s008u160w.wav,s008/audio/s008u160n.wav,133747.0,87679.0,True,"As coauthors, we presented our new book to the haughty audience."
wtimit,"EN,MA",008,F,s008/audio/s008u161w.wav,s008/audio/s008u161n.wav,106998.0,93623.0,True,"As a precaution, the outlaws bought gunpowder for their stronghold."
wtimit,"EN,MA",008,F,s008/audio/s008u162w.wav,s008/audio/s008u162n.wav,84706.0,86192.0,True,Her auburn hair reminded him of autumn leaves.
wtimit,"EN,MA",008,F,s008/audio/s008u163w.wav,s008/audio/s008u163n.wav,104025.0,72818.0,True,They remained lifelong friends and companions.
wtimit,"EN,MA",008,F,s008/audio/s008u164w.wav,s008/audio/s008u164n.wav,98081.0,86192.0,True,Curiosity and mediocrity seldom coexist.
wtimit,"EN,MA",008,F,s008/audio/s008u165w.wav,s008/audio/s008u165n.wav,93623.0,77276.0,True,The easygoing zoologist relaxed throughout the voyage.
wtimit,"EN,MA",008,F,s008/audio/s008u166w.wav,s008/audio/s008u166n.wav,120372.0,106998.0,True,Biologists use radioactive isotopes to study microorganisms.
wtimit,"EN,MA",008,F,s008/audio/s008u167w.wav,s008/audio/s008u167n.wav,150094.0,98081.0,True,Employee layoffs coincided with the company's reorganization.
wtimit,"EN,MA",008,F,s008/audio/s008u168w.wav,s008/audio/s008u168n.wav,86192.0,96595.0,True,Who took the kayak down the bayou?
wtimit,"EN,MA",008,F,s008/audio/s008u169w.wav,s008/audio/s008u169n.wav,89165.0,102539.0,True,How would you evaluate this algebraic expression?
wtimit,"EN,MA",008,F,s008/audio/s008u170w.wav,s008/audio/s008u170n.wav,114428.0,130775.0,True,The Mayan neoclassic scholar disappeared while surveying ancient ruins.
wtimit,"EN,MA",008,F,s008/audio/s008u171w.wav,s008/audio/s008u171n.wav,115914.0,108484.0,True,"The diagnosis was discouraging; however, he was not overly worried."
wtimit,"EN,MA",008,F,s008/audio/s008u172w.wav,s008/audio/s008u172n.wav,156038.0,93623.0,True,The triumphant warrior exhibited naive heroism.
wtimit,"EN,MA",008,F,s008/audio/s008u173w.wav,s008/audio/s008u173n.wav,129289.0,102539.0,True,Whoever cooperates in finding Nan's cameo will be rewarded.
wtimit,"EN,MA",008,F,s008/audio/s008u174w.wav,s008/audio/s008u174n.wav,106998.0,99567.0,True,The haunted house was a hit due to outstanding audio-visual effects.
wtimit,"EN,MA",008,F,s008/audio/s008u175w.wav,s008/audio/s008u175n.wav,109970.0,102539.0,True,Severe myopia contributed to Ron's inferiority complex.
wtimit,"EN,MA",008,F,s008/audio/s008u176w.wav,s008/audio/s008u176n.wav,101053.0,111456.0,True,Buying a thoroughbred horse requires intuition and expertise.
wtimit,"EN,MA",008,F,s008/audio/s008u177w.wav,s008/audio/s008u177n.wav,84706.0,102539.0,True,Does Creole cooking use curry?
wtimit,"EN,MA",008,F,s008/audio/s008u178w.wav,s008/audio/s008u178n.wav,92137.0,99567.0,True,She encouraged her children to make their own Halloween costumes.
wtimit,"EN,MA",008,F,s008/audio/s008u179w.wav,s008/audio/s008u179n.wav,98081.0,90651.0,True,We could barely see the fjords through the snow flurries.
wtimit,"EN,MA",008,F,s008/audio/s008u180w.wav,s008/audio/s008u180n.wav,80248.0,78762.0,True,Almost all colleges are now coeducational.
wtimit,"EN,MA",008,F,s008/audio/s008u181w.wav,s008/audio/s008u181n.wav,99567.0,89165.0,True,Rich looked for spotted hyenas and jaguars on the safari.
wtimit,"EN,MA",008,F,s008/audio/s008u182w.wav,s008/audio/s008u182n.wav,71332.0,68360.0,True,Thick glue oozed out of the tube.
wtimit,"EN,MA",008,F,s008/audio/s008u183w.wav,s008/audio/s008u183n.wav,72818.0,87679.0,True,Why else would Danny allow others to go?
wtimit,"EN,MA",008,F,s008/audio/s008u184w.wav,s008/audio/s008u184n.wav,72818.0,74304.0,True,The cat's meow always hurts my ears.
wtimit,"EN,MA",008,F,s008/audio/s008u185w.wav,s008/audio/s008u185n.wav,77276.0,78762.0,True,Did you buy any corduroy overalls?
wtimit,"EN,MA",008,F,s008/audio/s008u186w.wav,s008/audio/s008u186n.wav,75790.0,84706.0,True,Would a tomboy often play outdoors?
wtimit,"EN,MA",008,F,s008/audio/s008u187w.wav,s008/audio/s008u187n.wav,65387.0,65387.0,True,They often go out in the evening.
wtimit,"EN,MA",008,F,s008/audio/s008u188w.wav,s008/audio/s008u188n.wav,75790.0,74304.0,True,Who authorized the unlimited expense account?
wtimit,"EN,MA",008,F,s008/audio/s008u189w.wav,s008/audio/s008u189n.wav,75790.0,83220.0,True,Destroy every file related to my audits.
wtimit,"EN,MA",008,F,s008/audio/s008u190w.wav,s008/audio/s008u190n.wav,71332.0,72818.0,True,Serve the coleslaw after I add the oil.
wtimit,"EN,MA",008,F,s008/audio/s008u191w.wav,s008/audio/s008u191n.wav,80248.0,90651.0,True,Withdraw all phony accusations at once.
wtimit,"EN,MA",008,F,s008/audio/s008u192w.wav,s008/audio/s008u192n.wav,75790.0,65387.0,True,Straw hats are out of fashion this year.
wtimit,"EN,MA",008,F,s008/audio/s008u193w.wav,s008/audio/s008u193n.wav,83220.0,75790.0,True,Why buy oil when you always use mine?
wtimit,"EN,MA",008,F,s008/audio/s008u194w.wav,s008/audio/s008u194n.wav,60929.0,62415.0,True,They enjoy it when I audition.
wtimit,"EN,MA",008,F,s008/audio/s008u195w.wav,s008/audio/s008u195n.wav,68360.0,62415.0,True,Would you allow acts of violence?
wtimit,"EN,MA",008,F,s008/audio/s008u196w.wav,s008/audio/s008u196n.wav,71332.0,56471.0,True,How do oysters make pearls?
wtimit,"EN,MA",008,F,s008/audio/s008u197w.wav,s008/audio/s008u197n.wav,80248.0,68360.0,True,Draw each graph on a new axis.
wtimit,"EN,MA",008,F,s008/audio/s008u198w.wav,s008/audio/s008u198n.wav,78762.0,77276.0,True,Norwegian sweaters are made of lamb's wool.
wtimit,"EN,MA",008,F,s008/audio/s008u199w.wav,s008/audio/s008u199n.wav,95109.0,92137.0,True,Young children should avoid exposure to contagious diseases.
wtimit,"EN,MA",008,F,s008/audio/s008u200w.wav,s008/audio/s008u200n.wav,80248.0,93623.0,True,Ralph controlled the stopwatch from the bleachers.
wtimit,"EN,MA",008,F,s008/audio/s008u201w.wav,s008/audio/s008u201n.wav,77276.0,90651.0,True,Approach your interview with statuesque composure.
wtimit,"EN,MA",008,F,s008/audio/s008u202w.wav,s008/audio/s008u202n.wav,63901.0,60929.0,True,How much allowance do you get?
wtimit,"EN,MA",008,F,s008/audio/s008u203w.wav,s008/audio/s008u203n.wav,93623.0,112942.0,True,The causeway ended abruptly at the shore.
wtimit,"EN,MA",008,F,s008/audio/s008u204w.wav,s008/audio/s008u204n.wav,86192.0,80248.0,True,Even I occasionally get the Monday blues!
wtimit,"EN,MA",008,F,s008/audio/s008u205w.wav,s008/audio/s008u205n.wav,67493.0,89165.0,True,Military personnel are expected to obey government orders.
wtimit,"EN,MA",008,F,s008/audio/s008u206w.wav,s008/audio/s008u206n.wav,96595.0,84706.0,True,"When peeling an orange, it is hard not to spray juice."
wtimit,"EN,MA",008,F,s008/audio/s008u207w.wav,s008/audio/s008u207n.wav,71332.0,74304.0,True,Do you hear the sleigh bells ringing?
wtimit,"EN,MA",008,F,s008/audio/s008u208w.wav,s008/audio/s008u208n.wav,92137.0,89165.0,True,Rob sat by the pond and sketched the stray geese.
wtimit,"EN,MA",008,F,s008/audio/s008u209w.wav,s008/audio/s008u209n.wav,78762.0,80248.0,True,Michael colored the bedroom wall with crayons.
wtimit,"EN,MA",008,F,s008/audio/s008u210w.wav,s008/audio/s008u210n.wav,77276.0,75790.0,True,Jeff's toy go-cart never worked!
wtimit,"EN,MA",008,F,s008/audio/s008u211w.wav,s008/audio/s008u211n.wav,74304.0,80248.0,True,Only the best players enjoy popularity.
wtimit,"EN,MA",008,F,s008/audio/s008u212w.wav,s008/audio/s008u212n.wav,106998.0,87679.0,True,I gave them several choices and let them set the priorities.
wtimit,"EN,MA",008,F,s008/audio/s008u213w.wav,s008/audio/s008u213n.wav,86192.0,71332.0,True,The news agency hired a great journalist.
wtimit,"EN,MA",008,F,s008/audio/s008u214w.wav,s008/audio/s008u214n.wav,90651.0,81734.0,True,The morning dew on the spider web glistened in the sun.
wtimit,"EN,MA",008,F,s008/audio/s008u215w.wav,s008/audio/s008u215n.wav,80248.0,81734.0,True,The sermon emphasized the need for affirmative action.
wtimit,"EN,MA",008,F,s008/audio/s008u216w.wav,s008/audio/s008u216n.wav,72818.0,60929.0,True,The small boy put the worm on the hook.
wtimit,"EN,MA",008,F,s008/audio/s008u217w.wav,s008/audio/s008u217n.wav,62415.0,63901.0,True,How permanent are their records?
wtimit,"EN,MA",008,F,s008/audio/s008u218w.wav,s008/audio/s008u218n.wav,77276.0,87679.0,True,Try to recall the events in chronological order.
wtimit,"EN,MA",008,F,s008/audio/s008u219w.wav,s008/audio/s008u219n.wav,95109.0,87679.0,True,Nonprofit organizations have frequent fund raisers.
wtimit,"EN,MA",008,F,s008/audio/s008u220w.wav,s008/audio/s008u220n.wav,90651.0,93623.0,True,The most recent geological survey found seismic activity.
wtimit,"EN,MA",008,F,s008/audio/s008u221w.wav,s008/audio/s008u221n.wav,92137.0,77276.0,True,Cory attacked the project with extra determination.
wtimit,"EN,MA",008,F,s008/audio/s008u222w.wav,s008/audio/s008u222n.wav,81734.0,77276.0,True,You always come up with pathological examples.
wtimit,"EN,MA",008,F,s008/audio/s008u223w.wav,s008/audio/s008u223n.wav,72818.0,87679.0,True,Put the butcher block table in the garage.
wtimit,"EN,MA",008,F,s008/audio/s008u224w.wav,s008/audio/s008u224n.wav,59443.0,59443.0,True,How good is your endurance?
wtimit,"EN,MA",008,F,s008/audio/s008u225w.wav,s008/audio/s008u225n.wav,68360.0,62415.0,True,Keep the thermometer under your tongue!
wtimit,"EN,MA",008,F,s008/audio/s008u226w.wav,s008/audio/s008u226n.wav,81734.0,87679.0,True,Steph could barely handle the psychological trauma.
wtimit,"EN,MA",008,F,s008/audio/s008u227w.wav,s008/audio/s008u227n.wav,57957.0,63901.0,True,It's healthier to cook without sugar.
wtimit,"EN,MA",008,F,s008/audio/s008u228w.wav,s008/audio/s008u228n.wav,59443.0,68360.0,True,The viewpoint overlooked the ocean.
wtimit,"EN,MA",008,F,s008/audio/s008u229w.wav,s008/audio/s008u229n.wav,59443.0,59443.0,True,Are you looking for employment?
wtimit,"EN,MA",008,F,s008/audio/s008u230w.wav,s008/audio/s008u230n.wav,74304.0,80248.0,True,"Allow leeway here, but rationalize all errors."
wtimit,"EN,MA",008,F,s008/audio/s008u231w.wav,s008/audio/s008u231n.wav,50527.0,54985.0,True,I honor my mom.
wtimit,"EN,MA",008,F,s008/audio/s008u232w.wav,s008/audio/s008u232n.wav,81734.0,87679.0,True,His failure to open the store by eight cost him his job.
wtimit,"EN,MA",008,F,s008/audio/s008u233w.wav,s008/audio/s008u233n.wav,66873.0,75790.0,True,Highway and freeway mean the same thing.
wtimit,"EN,MA",008,F,s008/audio/s008u234w.wav,s008/audio/s008u234n.wav,74304.0,90651.0,True,The paper boy bought two apples and three ices.
wtimit,"EN,MA",008,F,s008/audio/s008u235w.wav,s008/audio/s008u235n.wav,66873.0,80248.0,True,I itemize all accounts in my agency.
wtimit,"EN,MA",008,F,s008/audio/s008u236w.wav,s008/audio/s008u236n.wav,63901.0,71332.0,True,Clear pronunciation is appreciated.
wtimit,"EN,MA",008,F,s008/audio/s008u237w.wav,s008/audio/s008u237n.wav,50527.0,62415.0,True,The courier was a dwarf.
wtimit,"EN,MA",008,F,s008/audio/s008u238w.wav,s008/audio/s008u238n.wav,69846.0,71332.0,True,A doctor was in the ambulance with the patient.
wtimit,"EN,MA",008,F,s008/audio/s008u239w.wav,s008/audio/s008u239n.wav,75790.0,75790.0,True,Puree some fruit before preparing the skewers.
wtimit,"EN,MA",008,F,s008/audio/s008u240w.wav,s008/audio/s008u240n.wav,81734.0,77276.0,True,It's not easy to create illuminating examples.
wtimit,"EN,MA",008,F,s008/audio/s008u241w.wav,s008/audio/s008u241n.wav,68360.0,78762.0,True,The hallway opens into a huge chamber.
wtimit,"EN,MA",008,F,s008/audio/s008u242w.wav,s008/audio/s008u242n.wav,87679.0,87679.0,True,May I order a strawberry sundae after I eat dinner?
wtimit,"EN,MA",008,F,s008/audio/s008u243w.wav,s008/audio/s008u243n.wav,72818.0,84706.0,True,They all agree that the essay is barely intelligible.
wtimit,"EN,MA",008,F,s008/audio/s008u244w.wav,s008/audio/s008u244n.wav,74304.0,92137.0,True,Herb's birthday occurs frequently on Thanksgiving.
wtimit,"EN,MA",008,F,s008/audio/s008u245w.wav,s008/audio/s008u245n.wav,68360.0,77276.0,True,Does Hindu ideology honor cows?
wtimit,"EN,MA",008,F,s008/audio/s008u246w.wav,s008/audio/s008u246n.wav,66873.0,66873.0,True,How ancient is this subway escalator?
wtimit,"EN,MA",008,F,s008/audio/s008u247w.wav,s008/audio/s008u247n.wav,90651.0,90651.0,True,The cigarettes in the clay ashtray overflowed onto the oak table.
wtimit,"EN,MA",008,F,s008/audio/s008u248w.wav,s008/audio/s008u248n.wav,78762.0,77276.0,True,Reading in poor light gives you eyestrain.
wtimit,"EN,MA",008,F,s008/audio/s008u249w.wav,s008/audio/s008u249n.wav,71332.0,66873.0,True,I ate every oyster on Nora's plate.
wtimit,"EN,MA",008,F,s008/audio/s008u250w.wav,s008/audio/s008u250n.wav,77276.0,87679.0,True,The Boston Ballet overcame their funding shortage.
wtimit,"EN,MA",008,F,s008/audio/s008u251w.wav,s008/audio/s008u251n.wav,90651.0,87679.0,True,We apply auditory modeling to computer speech recognition.
wtimit,"EN,MA",008,F,s008/audio/s008u252w.wav,s008/audio/s008u252n.wav,66873.0,74304.0,True,The gorgeous butterfly ate a lot of nectar.
wtimit,"EN,MA",008,F,s008/audio/s008u253w.wav,s008/audio/s008u253n.wav,102539.0,78762.0,True,"By eating yogurt, you may live longer."
wtimit,"EN,MA",008,F,s008/audio/s008u254w.wav,s008/audio/s008u254n.wav,74304.0,71332.0,True,Do they allow atheists in church?
wtimit,"EN,MA",008,F,s008/audio/s008u255w.wav,s008/audio/s008u255n.wav,72818.0,115914.0,True,My ideal morning begins with hot coffee.
wtimit,"EN,MA",008,F,s008/audio/s008u256w.wav,s008/audio/s008u256n.wav,74304.0,96595.0,True,The irate actor stomped away idiotically.
wtimit,"EN,MA",008,F,s008/audio/s008u257w.wav,s008/audio/s008u257n.wav,71332.0,66873.0,True,We are open every Monday evening.
wtimit,"EN,MA",008,F,s008/audio/s008u258w.wav,s008/audio/s008u258n.wav,86192.0,99567.0,True,The essay undeniably reflects our view ably.
wtimit,"EN,MA",008,F,s008/audio/s008u259w.wav,s008/audio/s008u259n.wav,74304.0,83220.0,True,Tornados often destroy acres of farm land.
wtimit,"EN,MA",008,F,s008/audio/s008u260w.wav,s008/audio/s008u260n.wav,90651.0,81734.0,True,Remember to allow identical twins to enter freely.
wtimit,"EN,MA",008,F,s008/audio/s008u261w.wav,s008/audio/s008u261n.wav,72818.0,66873.0,True,Do you have the yellow ointment ready?
wtimit,"EN,MA",008,F,s008/audio/s008u262w.wav,s008/audio/s008u262n.wav,75790.0,74304.0,True,Can the agency overthrow alien forces?
wtimit,"EN,MA",008,F,s008/audio/s008u263w.wav,s008/audio/s008u263n.wav,71332.0,65387.0,True,How oily do you like your salad dressing?
wtimit,"EN,MA",008,F,s008/audio/s008u264w.wav,s008/audio/s008u264n.wav,74304.0,72818.0,True,We saw eight tiny icicles below our roof.
wtimit,"EN,MA",008,F,s008/audio/s008u265w.wav,s008/audio/s008u265n.wav,71332.0,68360.0,True,"The saw is broken, so chop the wood instead."
wtimit,"EN,MA",008,F,s008/audio/s008u266w.wav,s008/audio/s008u266n.wav,65387.0,72818.0,True,Withdraw only as much money as you need.
wtimit,"EN,MA",008,F,s008/audio/s008u267w.wav,s008/audio/s008u267n.wav,77276.0,87679.0,True,"Draw every outer line first, then fill in the interior."
wtimit,"EN,MA",008,F,s008/audio/s008u268w.wav,s008/audio/s008u268n.wav,72818.0,101053.0,True,The jaw operates by using antagonistic muscles.
wtimit,"EN,MA",008,F,s008/audio/s008u269w.wav,s008/audio/s008u269n.wav,60929.0,69846.0,True,Do atypical farmers grow oats?
wtimit,"EN,MA",008,F,s008/audio/s008u270w.wav,s008/audio/s008u270n.wav,77276.0,71332.0,True,Are holiday aprons available to us?
wtimit,"EN,MA",008,F,s008/audio/s008u271w.wav,s008/audio/s008u271n.wav,72818.0,77276.0,True,Be careful not to plow over the flower beds.
wtimit,"EN,MA",008,F,s008/audio/s008u272w.wav,s008/audio/s008u272n.wav,62415.0,74304.0,True,Allow each child to have an ice pop.
wtimit,"EN,MA",008,F,s008/audio/s008u273w.wav,s008/audio/s008u273n.wav,68360.0,78762.0,True,The angry boy answered but didn't look up.
wtimit,"EN,MA",008,F,s008/audio/s008u274w.wav,s008/audio/s008u274n.wav,72818.0,106998.0,True,Cliff was soothed by the luxurious massage.
wtimit,"EN,MA",008,F,s008/audio/s008u275w.wav,s008/audio/s008u275n.wav,68360.0,87679.0,True,Steve wore a bright red cashmere sweater.
wtimit,"EN,MA",008,F,s008/audio/s008u276w.wav,s008/audio/s008u276n.wav,66873.0,69846.0,True,John's brother repainted the garage door.
wtimit,"EN,MA",008,F,s008/audio/s008u277w.wav,s008/audio/s008u277n.wav,63901.0,69846.0,True,The rose corsage smelled sweet.
wtimit,"EN,MA",008,F,s008/audio/s008u278w.wav,s008/audio/s008u278n.wav,93623.0,93623.0,True,"To further his prestige, he occasionally reads the Wall Street Journal."
wtimit,"EN,MA",008,F,s008/audio/s008u279w.wav,s008/audio/s008u279n.wav,93623.0,99567.0,True,Alice's ability to work without supervision is noteworthy.
wtimit,"EN,MA",008,F,s008/audio/s008u280w.wav,s008/audio/s008u280n.wav,56471.0,57957.0,True,The oasis was a mirage.
wtimit,"EN,MA",008,F,s008/audio/s008u281w.wav,s008/audio/s008u281n.wav,95109.0,105511.0,True,Cory and Trish played tag with beach balls for hours.
wtimit,"EN,MA",008,F,s008/audio/s008u282w.wav,s008/audio/s008u282n.wav,89165.0,83220.0,True,The tooth fairy forgot to come when Roger's tooth fell out.
wtimit,"EN,MA",008,F,s008/audio/s008u283w.wav,s008/audio/s008u283n.wav,80248.0,81734.0,True,Planned parenthood organizations promote birth control.
wtimit,"EN,MA",008,F,s008/audio/s008u284w.wav,s008/audio/s008u284n.wav,90651.0,95109.0,True,Jeff thought you argued in favor of a centrifuge purchase.
wtimit,"EN,MA",008,F,s008/audio/s008u285w.wav,s008/audio/s008u285n.wav,74304.0,84706.0,True,Rich purchased several signed lithographs.
wtimit,"EN,MA",008,F,s008/audio/s008u286w.wav,s008/audio/s008u286n.wav,87679.0,115914.0,True,"In every major cloverleaf, traffic sometimes gets backed up."
wtimit,"EN,MA",008,F,s008/audio/s008u287w.wav,s008/audio/s008u287n.wav,69846.0,92137.0,True,"In the long run, it pays to buy quality clothing."
wtimit,"EN,MA",008,F,s008/audio/s008u288w.wav,s008/audio/s008u288n.wav,86192.0,98081.0,True,Brush fires are common in the dry underbrush of Nevada.
wtimit,"EN,MA",008,F,s008/audio/s008u289w.wav,s008/audio/s008u289n.wav,80248.0,96595.0,True,Weatherproof galoshes are very useful in Seattle.
wtimit,"EN,MA",008,F,s008/audio/s008u290w.wav,s008/audio/s008u290n.wav,96595.0,101053.0,True,This brochure is particularly informative for a prospective buyer.
wtimit,"EN,MA",008,F,s008/audio/s008u291w.wav,s008/audio/s008u291n.wav,60929.0,69846.0,True,The avalanche triggered a minor earthquake.
wtimit,"EN,MA",008,F,s008/audio/s008u292w.wav,s008/audio/s008u292n.wav,83220.0,86192.0,True,These exclusive documents must be locked up at all times.
